sample_id,latitude,longitude,site_name,site_number,reporting_area,p450,sod,shell,ci1,ci2,ci3,weight_initial_g,weight_final_g,weight_change_g,length_mm,width_mm,height_mm,IBR,IBRv2i
140,48.0617,-122.2939,Tulalip Bay,67,8.2,5420960,1.035,1,0.034,0.709,0.064,17.508,5.091,12.417,57.93,26.74,23.36,4.930699764162307,1.8335519440079464
141,47.2632444,-122.385731,Blair Waterway #2,42,11,7415687,26.424,0.745,0.032,0.659,0.051,9.829,3.349,6.48,50.13,22.49,17.76,7.439344625016877,-1.403711530109233
142,47.2632444,-122.385731,Blair Waterway #2,42,11,2336026,12.854,0.97,0.031,0.615,0.058,12.898,4.96,7.938,51.51,24.26,20.19,4.862719336937042,-0.1890922579665694
143,47.2632444,-122.385731,Blair Waterway #2,42,11,3199451,2.637,0.9,0.033,0.665,0.053,13.316,4.46,8.856,55.25,25.53,18.76,2.789543331487929,-0.4554588612597596
144,47.2632444,-122.385731,Blair Waterway #2,42,11,4752301,1.269,0.815,0.031,0.65,0.046,11.972,4.192,7.78,55.21,22.75,20.03,3.476453480601682,-0.6988598924756646
145,47.38566,-122.627255,Purdy - Dexters,57,13,5961110,0.0025,0.805,0.033,0.677,0.047,14.067,4.541,9.526,58.56,26.46,18.76,2.410351465859493,-0.06453251191957059
146,47.38566,-122.627255,Purdy - Dexters,57,13,5111771,0.0025,0.88,0.032,0.664,0.05,11.468,3.851,7.618,53.29,23.38,19.4,4.220596944028706,-0.8457336940022773
147,47.38566,-122.627255,Purdy - Dexters,57,13,3923933,0.0025,0.96,0.036,0.677,0.046,14.951,4.825,10.126,60.38,23.89,19.65,4.210628616617124,0.45015569862764404
148,47.38566,-122.627255,Purdy - Dexters,57,13,3318363,7.036,0.73,0.035,0.698,0.053,17.36,5.238,12.122,61.03,29.32,19.31,3.8569707280898964,0.5595873942360828
149,47.27568,-122.4173,Blair Waterway,41,11,4234624,0.672,0.89,0.036,0.718,0.054,15.911,4.486,11.425,59.5,25.3,21.23,3.461124246243086,0.6743864562114901
150,47.27568,-122.4173,Blair Waterway,41,11,5143570,6.432,0.68,0.034,0.73,0.055,13.249,3.575,9.674,55.87,24.7,20.41,2.4445039182442336,-0.6783725546791516
151,47.27568,-122.4173,Blair Waterway,41,11,4339810,9.59,1.075,0.033,0.665,0.059,16.19,5.416,10.774,56.61,26.94,21.6,4.218887502592845,1.5549412720318805
152,47.27568,-122.4173,Blair Waterway,41,11,3633030,9.377,0.71,0.034,0.736,0.067,15.566,4.108,11.458,55.46,31.63,19.32,4.098677974051303,-0.12972048624904767
153,47.57995505,-122.6786,Madrona Pont,28,10,11889910,8.315,0.71,0.034,0.666,0.048,15.123,5.045,10.078,59.24,24.46,20.5,3.4656351019965292,0.980006392897458
154,47.57995505,-122.6786,Madrona Pont,28,10,6650990,4.664,0.785,0.03,0.642,0.044,10.355,3.704,6.651,53.26,22.8,18.3,3.9650638035682877,-1.2754043255044074
155,47.57995505,-122.6786,Madrona Pont,28,10,3417932,2.369,0.72,0.032,0.662,0.044,10.482,3.539,6.943,53.95,23.67,16.94,4.865542635472462,-2.0339806323875815
156,47.57995505,-122.6786,Madrona Pont,28,10,6111407,2.733,1.005,0.032,0.671,0.046,19.363,6.365,12.998,65.4,27.68,22.34,7.018862426580464,2.82372920167486
157,47.2694,-122.4243,"Comm Bay, Milwaukee Waterway",49,11,4263664,5.02,0.82,0.037,0.69,0.054,16.349,5.062,11.287,59.4,26.4,19.39,2.0659553426692256,0.45112025314457876
158,47.2694,-122.4243,"Comm Bay, Milwaukee Waterway",49,11,13167667,16.268,0.955,0.035,0.683,0.055,13.435,4.254,9.181,55.09,25.49,18.91,4.645601411572562,1.0350981925190035
159,47.2694,-122.4243,"Comm Bay, Milwaukee Waterway",49,11,3461399,5.768,0.75,0.037,0.678,0.056,11.949,3.843,8.106,52.65,23.78,17.4,3.8593010795975755,-1.6240695984901834
160,47.2694,-122.4243,"Comm Bay, Milwaukee Waterway",49,11,8190625,13.784,0.75,0.035,0.695,0.053,11.705,3.572,8.133,53.44,24.95,17.52,4.014012836708604,-0.9056963466414694
161,47.2694,-122.4243,"Comm Bay, Milwaukee Waterway",49,11,7886778,0.0025,0.83,0.034,0.622,0.049,12.038,4.552,7.486,53.44,23.25,17.47,4.510259377796412,-0.8041289116092014
162,48.064957,-122.857524,Discovery Bay,12,6,5436068,17.512,0.745,0.034,0.675,0.046,14.344,4.664,9.68,59.29,25.24,19.01,2.674299404497191,0.09115634266559619
163,48.064957,-122.857524,Discovery Bay,12,6,5773098,1.485,0.805,0.033,0.686,0.061,15.177,4.771,10.405,55.56,29.62,18.94,2.8657446194576544,0.15193398339351405
164,48.064957,-122.857524,Discovery Bay,12,6,1513621,15.957,0.75,0.033,0.683,0.069,17.32,5.487,11.834,55.47,28.06,23.17,4.912649449141632,0.889691353601531
165,48.064957,-122.857524,Discovery Bay,12,6,3207158,2.376,0.875,0.035,0.689,0.06,18.007,5.591,12.416,59.27,28.11,21.02,4.582445024521613,1.163977100066253
166,47.794695,-122.499858,Kingston Marina,36,10,2382760,4.546,0.815,0.035,0.672,0.055,16.868,5.532,11.336,59.01,24.73,22.49,3.6990440218120457,0.8412273425396648
167,47.794695,-122.499858,Kingston Marina,36,10,7415597,7.722,0.845,0.033,0.657,0.045,15.675,5.384,10.291,61.09,27.81,18.51,3.2870348844508355,0.9277606807516573
168,47.794695,-122.499858,Kingston Marina,36,10,4668354,3.94,0.875,0.027,0.614,0.051,16.233,6.265,9.968,58.22,26.52,23.54,4.22059518870976,1.5719439305421563
169,47.794695,-122.499858,Kingston Marina,36,10,7376508,1.276,0.71,0.03,0.604,0.042,12.041,4.768,7.273,55.81,23.4,18.38,3.7231697353708024,-0.7927500940735921
170,47.578117,-122.524833,Rich Passage,32,10,1476766,3.506,0.9,0.035,0.717,0.054,15.656,4.426,11.231,59.07,27.71,19.45,3.6590691288919164,0.17127901898947923
171,47.578117,-122.524833,Rich Passage,32,10,11738656,2.631,0.83,0.035,0.694,0.053,11.36,3.473,7.888,52.98,23.01,18.6,5.19104512290634,-0.47849458721195337
172,47.578117,-122.524833,Rich Passage,32,10,2880897,1.143,0.745,0.034,0.723,0.058,13.314,3.693,9.62,54.84,25.64,20.38,2.7928003683257625,-0.8278811572071724
173,47.578117,-122.524833,Rich Passage,32,10,4148180,1.999,0.765,0.035,0.715,0.049,11.501,3.273,8.228,55.07,24.37,17.53,3.6781288331221376,-1.5317750203267926
174,47.19483,-122.748665,Filucy Bay,59,13,12472188,6.866,0.795,0.027,0.599,0.034,9.855,3.955,5.899,55.74,24.77,15.97,4.342387104261084,-0.7259874616743345
175,47.19483,-122.748665,Filucy Bay,59,13,6726341,2.006,0.815,0.045,0.694,0.053,15.767,4.832,10.936,58.97,20.21,20.31,4.308110362417528,0.32717706454080175
176,47.19483,-122.748665,Filucy Bay,59,13,13491947,10.585,1.055,0.042,0.669,0.05,18.951,6.276,12.675,63.23,22.09,21.69,8.48260016279686,3.268446254589183
177,47.19483,-122.748665,Filucy Bay,59,13,10820612,0.579,0.76,0.034,0.648,0.046,12.55,4.413,8.137,56.02,23.73,18.27,3.837060232351104,-0.27395853296142025
178,47.3539722,-122.69175,Minter Bay,55,13,5146723,8.582,0.95,0.042,0.631,0.052,16.051,5.915,10.136,57.95,20.3,20.29,4.92321638656,0.8348658793310217
179,47.3539722,-122.69175,Minter Bay,55,13,6537218,5.088,1.095,0.029,0.643,0.049,14.235,5.086,9.149,57.35,28.27,19.4,4.476867663023212,1.1692898384206032
180,47.3539722,-122.69175,Minter Bay,55,13,11216182,2.002,0.825,0.033,0.663,0.048,18.813,6.337,12.476,63.79,26.26,22.58,5.857780113599909,2.6672110095006127
181,47.3539722,-122.69175,Minter Bay,55,13,9219025,4.367,0.8,0.043,0.665,0.055,13.821,4.631,9.191,55.18,19.72,19.51,4.05743173283157,-0.11962789473748514
182,47.052362,-122.910912,West Bay Park,73,13,10107487,2.621,0.78,0.032,0.672,0.057,13.897,4.557,9.339,54.67,25.27,20.84,2.620651010998134,0.42130857665382615
183,47.052362,-122.910912,West Bay Park,73,13,4200104,9.357,0.66,0.033,0.719,0.067,17.47,4.901,12.569,57.21,28.8,22.8,4.356512586993755,0.8156222509770309
184,47.052362,-122.910912,West Bay Park,73,13,15718988,5.789,0.845,0.035,0.696,0.058,16.96,5.149,11.81,58.76,26.24,21.88,4.426994207977194,2.334400283798006
185,47.052362,-122.910912,West Bay Park,73,13,4006827,0.745,0.805,0.031,0.66,0.043,11.931,4.06,7.872,56.79,24.55,18.22,3.1906340909078748,-0.9824822755236081
186,47.074603,-123.003527,Eld Inlet,72,13,5090881,10.975,0.63,0.034,0.733,0.066,14.622,3.902,10.72,54.54,28.09,20.81,3.6408255411917807,-0.31454643228501816
187,47.074603,-123.003527,Eld Inlet,72,13,1009809,12.54,0.62,0.035,0.687,0.061,12.569,3.933,8.636,51.98,26.68,17.89,4.980717640062589,-1.8323094170206784
188,47.074603,-123.003527,Eld Inlet,72,13,16612698,7.04,0.835,0.034,0.72,0.064,20.949,5.874,15.075,61.76,30.82,23.43,8.290231616083613,3.857070923158028
189,47.074603,-123.003527,Eld Inlet,72,13,16495985,8.89,0.745,0.033,0.722,0.058,20.741,5.756,14.984,63.84,29.93,23.89,8.359782728689028,3.744337281531932
190,48.0697859,-122.2997764,Tulalip Reservation,70,8.2,9509258,2.633,0.845,0.031,0.673,0.055,14.546,4.754,9.792,56.37,27.92,20.28,3.122779188337223,0.8208776731454579
191,48.0697859,-122.2997764,Tulalip Reservation,70,8.2,3760566,3.166,0.82,0.034,0.694,0.049,16.675,5.106,11.569,61.83,26.18,20.91,3.203677973274781,0.8454441911928271
192,48.0697859,-122.2997764,Tulalip Reservation,70,8.2,4598260,0.0025,0.83,0.031,0.691,0.046,12.472,3.856,8.616,57.07,25.37,18.96,2.7941775610326323,-0.6280810059441266
193,48.0697859,-122.2997764,Tulalip Reservation,70,8.2,2520935,10.007,0.64,0.033,0.699,0.046,13.535,4.073,9.461,58.97,26.45,18.12,3.643914364379768,-1.0034137200306155
194,47.30515,-122.44441,Browns Point Lighthouse,54,11,1869821,3.733,0.84,0.035,0.659,0.051,16.106,5.488,10.618,59.19,25.93,19.63,2.6460424434238443,0.2775073054478288
195,47.30515,-122.44441,Browns Point Lighthouse,54,11,10377436,1.51,0.8,0.037,0.721,0.06,13.293,3.715,9.578,54.25,24.56,19.23,3.350112886016699,-0.13757510198546677
196,47.30515,-122.44441,Browns Point Lighthouse,54,11,9951688,2.472,0.82,0.036,0.712,0.061,16.448,4.736,11.712,57.74,27.12,20.91,3.2455757119507673,1.207837926148628
197,47.30515,-122.44441,Browns Point Lighthouse,54,11,9992062,1.531,0.935,0.038,0.702,0.056,17.334,5.171,12.163,60.09,27.76,19.32,4.8104589099480695,1.619563762110001
198,47.17650485,-122.9046464,Squaxin Island,38,13,9659247,2.864,0.85,0.034,0.679,0.059,14.945,4.792,10.153,55.65,25.47,20.93,2.5854544562994737,0.8497449855041439
199,47.17650485,-122.9046464,Squaxin Island,38,13,5609584,16.642,0.955,0.037,0.663,0.055,14.664,4.938,9.726,56.2,25.49,18.55,3.1401057836540307,0.5037123953380084
200,47.17650485,-122.9046464,Squaxin Island,38,13,6607122,0.0025,0.925,0.03,0.666,0.051,16.298,5.447,10.851,59.63,27.71,21.61,4.705291765170191,1.499422266229914
201,47.17650485,-122.9046464,Squaxin Island,38,13,2867682,6.788,0.695,0.038,0.719,0.055,11.981,3.361,8.62,54.05,22.13,18.98,4.288647843676996,-1.6327659233998257
202,47.30008,-122.74566,Maple Hollow Park,51,13,5080836,0.0025,0.8,0.039,0.716,0.05,17.272,4.908,12.364,62.6,25.95,19.69,2.92223889743363,0.7331784037399851
203,47.30008,-122.74566,Maple Hollow Park,51,13,34233996,3.694,0.665,0.034,0.698,0.053,10.904,3.289,7.615,52.34,24.4,17.36,9.707743799573478,1.3236046386756262
204,47.30008,-122.74566,Maple Hollow Park,51,13,1210309,0.0025,0.735,0.036,0.71,0.057,15.928,4.619,11.309,58.34,26.6,20.33,3.2246645445212843,-0.245145898751729
205,47.30008,-122.74566,Maple Hollow Park,51,13,11102425,14.787,0.9,0.037,0.717,0.057,16.447,4.658,11.789,59.08,26.68,20.34,4.135492966705044,1.7054338855408677
206,47.9726,-122.22977,Everett Harbor,66,8.2,8135083,0.0025,0.885,0.036,0.677,0.058,13.481,4.357,9.124,54.02,24.63,19.3,3.467078165316347,-0.017119908486281227
207,47.9726,-122.22977,Everett Harbor,66,8.2,6115910,5.493,0.865,0.032,0.621,0.046,11.297,4.284,7.013,53.39,23.39,17.76,3.854989844962133,-0.9108427498813271
208,47.9726,-122.22977,Everett Harbor,66,8.2,5808287,3.773,0.675,0.035,0.669,0.048,12.061,3.992,8.07,55.04,23.55,17.61,3.8415968523501967,-1.3714305689342488
209,47.9726,-122.22977,Everett Harbor,66,8.2,3196291,0.0025,0.68,0.035,0.666,0.045,11.18,3.74,7.44,54.89,24.01,16.35,5.160056365727629,-2.102942290450474
210,48.52108,-122.61531,N Avenue Park,62,7,3680656,0.027,0.9,0.036,0.707,0.058,16.713,4.895,11.818,58.83,24.46,22.97,4.6113257939852295,1.0532507454194908
211,48.52108,-122.61531,N Avenue Park,62,7,8637809,0.064,0.79,0.033,0.695,0.054,12.005,3.66,8.346,53.68,26.07,18.14,3.5095654965755094,-0.7210178612080623
212,48.52108,-122.61531,N Avenue Park,62,7,5167150,5.692,0.89,0.042,0.675,0.062,13.928,4.527,9.401,53.44,20.27,20.5,4.332282152168467,-0.21134591945495648
213,48.52108,-122.61531,N Avenue Park,62,7,9574142,0.0025,0.71,0.036,0.697,0.054,16.931,5.126,11.805,60.18,25.72,21.41,4.053422817064978,1.1391452666549848
214,48.520971,-122.600717,Cap Sante,64,7,1293401,14.371,0.955,0.026,0.635,0.038,11.283,4.115,7.168,57.43,25.92,18.45,4.453128717765543,-0.5554414288681373
215,48.520971,-122.600717,Cap Sante,64,7,4081903,4.895,0.725,0.035,0.723,0.054,11.393,3.151,8.243,53.57,24.6,17.72,3.7856424957403307,-1.691414807687906
216,48.520971,-122.600717,Cap Sante,64,7,1544138,42.805,0.6,0.035,0.723,0.054,11.393,3.151,8.243,53.57,24.6,17.72,9.18728819909026,-1.6876428208974976
217,48.520971,-122.600717,Cap Sante,64,7,11524795,11.947,0.88,0.036,0.66,0.048,10.542,3.586,6.956,52.36,22.32,16.69,6.574561882110265,-0.7277261474675074
218,47.32598,-122.66724,Raft Island Park,53,13,6066971,0.0025,0.58,0.037,0.754,0.055,13.763,3.391,10.372,57.42,25.21,19.19,3.7778103242371555,-1.0259759599902238
219,47.32598,-122.66724,Raft Island Park,53,13,6061146,2.855,0.595,0.033,0.679,0.048,10.6,3.408,7.192,52.94,24.36,16.78,5.374828980436123,-2.1428937778134705
220,47.32598,-122.66724,Raft Island Park,53,13,3033147,11.029,0.805,0.034,0.731,0.052,14.213,3.824,10.389,58.28,25.86,20.23,2.171466842579439,-0.12159119607520243
221,47.32598,-122.66724,Raft Island Park,53,13,1581059,1.226,0.635,0.038,0.734,0.055,15.072,4.004,11.069,58.52,26.34,19.14,3.7985818897272736,-0.9275891274867798
222,48.5069444,-123.0194444,Friday Harbor,61,7,6899779,0.0025,0.895,0.034,0.683,0.044,14.502,4.597,9.905,60.9,24.29,19.98,3.7314231315683033,0.6160446882153834
223,48.5069444,-123.0194444,Friday Harbor,61,7,4285885,12.311,0.625,0.034,0.698,0.052,11.658,3.517,8.142,54.03,23.87,18.82,4.395423232105218,-1.5151868839935843
224,48.5069444,-123.0194444,Friday Harbor,61,7,3660475,2.297,0.735,0.022,0.557,0.03,9.021,3.993,5.027,55.34,24.11,17.31,4.32245102891027,-1.8781141143849653
225,48.5069444,-123.0194444,Friday Harbor,61,7,6465687,0.0025,0.845,0.037,0.722,0.054,14.441,4.01,10.431,57.93,24.75,19.56,2.6677857944918872,0.04937667417183167
226,48.5069444,-123.0194444,Friday Harbor,61,7,5908857,18.935,0.65,0.037,0.703,0.049,10.947,3.247,7.7,53.84,22.43,17.2,6.26237805349963,-1.6997406627945684
227,47.81407,-122.3825,Edmonds Ferry,69,9,16349554,0.818,0.885,0.038,0.695,0.058,13.702,4.176,9.527,54.82,24.53,18.88,4.8891933841853294,0.8813458026198121
228,47.81407,-122.3825,Edmonds Ferry,69,9,7086401,0.0025,0.665,0.037,0.72,0.05,13.193,3.699,9.494,57.37,22.89,19.44,4.21492543959348,-0.7754494594512213
229,47.81407,-122.3825,Edmonds Ferry,69,9,5844280,0.0025,0.82,0.041,0.704,0.06,17.766,5.257,12.509,59.17,25.11,20.6,3.1424798998999313,0.9098971977960473
230,47.81407,-122.3825,Edmonds Ferry,69,9,3776740,0.0025,0.39,0.038,0.693,0.06,13.248,4.068,9.18,53.43,23.41,19.35,6.097103433717644,-2.069425009281303
231,47.443600000000004,-122.360316,Miller Creek,20,11,5993436,0.0025,0.96,0.036,0.66,0.051,18.096,6.15,11.946,61.73,26.72,20.26,4.982187889044911,1.7442598001626248
232,47.443600000000004,-122.360316,Miller Creek,20,11,30697270,1.041,0.745,0.035,0.706,0.063,15.764,4.628,11.136,56.11,27.53,20.84,6.864036955607057,3.102798804232133
233,47.443600000000004,-122.360316,Miller Creek,20,11,8815609,7.704,0.895,0.032,0.698,0.053,16.522,4.991,11.531,60.24,27.17,22.22,3.947755859355878,1.8496936847287602
234,47.443600000000004,-122.360316,Miller Creek,20,11,18090511,7.314,0.685,0.035,0.718,0.056,13.437,3.793,9.643,55.5,24.19,20.64,4.712454407814181,0.8686924845718842
235,48.77636877,-122.5378679,Locust Beach,76,7,1911451,10.204,0.665,0.03,0.732,0.04,9.255,2.484,6.771,55.41,24.21,17.03,5.31419434385529,-2.467153369042453
236,48.77636877,-122.5378679,Locust Beach,76,7,2007311,7.076,0.6,0.033,0.76,0.047,13.813,3.309,10.504,60.76,26.69,19.52,3.9335701221460337,-0.954718792402069
237,48.77636877,-122.5378679,Locust Beach,76,7,3303876,3.414,0.745,0.033,0.706,0.047,15.952,4.694,11.258,62.18,28.13,19.55,3.387288894969544,0.28917346563899776
238,48.77636877,-122.5378679,Locust Beach,76,7,2252563,3.907,0.74,0.035,0.726,0.054,17.113,4.685,12.428,61.46,27.47,21.09,3.8865717096693904,0.5181862364233158
239,48.6793778,-122.6300583,Aiston Preserve,77,7,9716178,0.0025,0.7,0.037,0.719,0.054,11.688,3.283,8.406,53.9,22.73,18.59,5.3683081549084735,-1.0645862924585283
240,48.6793778,-122.6300583,Aiston Preserve,77,7,1358797,4.877,0.79,0.031,0.679,0.048,10.833,3.481,7.352,53.49,23.92,18.36,3.9908000319310775,-1.747795740322155
241,48.6793778,-122.6300583,Aiston Preserve,77,7,4914880,8.871,0.825,0.033,0.679,0.057,14.704,4.725,9.979,55.99,27.79,19.57,1.5483695181525161,0.20297240822735638
242,48.6793778,-122.6300583,Aiston Preserve,77,7,2861586,0.01,0.93,0.031,0.696,0.051,14.612,4.446,10.166,58.55,28.38,19.55,4.134459868234533,0.2405194185281596
243,48.12823,-123.45715,Port Angeles Yacht Club,1,6,5418303,14.895,0.545,3.129,0.797,3.638,52.92,10.761,42.159,22.63,16.92,3.52,26.99272997378425,0.12310505580655451
244,48.12823,-123.45715,Port Angeles Yacht Club,1,6,6195514,3.323,0.64,1.956,0.758,2.501,53.63,12.978,40.652,25.33,25.3,3.24,23.17467292796128,1.448532615784306
245,48.12823,-123.45715,Port Angeles Yacht Club,1,6,4874821,24.332,0.89,1.252,0.714,2.442,56.44,16.143,40.297,25.46,22.06,5.73,26.60623224503343,3.673354763749447
246,48.12823,-123.45715,Port Angeles Yacht Club,1,6,2729240,0.0025,0.92,2.012,0.759,2.996,49.57,11.922,37.648,23.25,19.4,4.15,25.188865818139366,0.7116272508345294
247,48.12823,-123.45715,Port Angeles Yacht Club,1,6,12351982,3.679,0.99,1.055,0.662,2.156,61.03,20.625,40.405,26.56,22.9,6.3,28.54664026505619,6.230271506494532
248,48.12823,-123.45715,Port Angeles Yacht Club,1,6,2439233,1.758,0.82,1.541,0.716,2.019,58.99,16.729,42.262,27.56,21.03,4.73,26.259486776463344,3.181473884508373
249,47.30973,-122.68868,Kopachuck State Park,52,13,7962917,4.823,0.86,1.563,0.719,2.368,56.77,15.956,40.814,25.83,19.91,5.08,25.970146431410686,3.395395628631521
250,47.30973,-122.68868,Kopachuck State Park,52,13,9304020,4.095,0.77,0.035,0.667,0.054,13.28,4.418,8.862,54.74,24,19.33,2.68215365907271,-0.13199357785599375
251,47.30973,-122.68868,Kopachuck State Park,52,13,2452740,9.21,0.69,0.034,0.694,0.047,11.086,3.39,7.696,54.71,24.03,17.15,4.394699717985896,-1.953228487236193
252,47.66586,-122.56698,Williams Olson Park,26,10,5178290,0.0025,0.575,0.036,0.726,0.051,15.695,4.295,11.4,60.77,26.83,19.31,4.177989701497515,-0.3576732952185979
253,47.30973,-122.68868,Kopachuck State Park,52,13,8335262,0.775,0.79,0.014,0.678,0.056,20.305,6.542,13.764,62.51,42.76,37.08,16.724763363004417,6.022922671619823
254,47.66586,-122.56698,Williams Olson Park,26,10,1570656,3.468,0.615,0.034,0.713,0.057,15.422,4.432,10.99,57.8,26.13,21.34,3.652948938008468,-0.45969879240591605
255,47.66586,-122.56698,Williams Olson Park,26,10,1267046,5.287,0.785,0.032,0.652,0.047,11.539,4.013,7.527,54.26,24.95,17.55,3.307625252360323,-1.5998780743769812
256,47.66586,-122.56698,Williams Olson Park,26,10,4252322,17.073,0.71,0.034,0.659,0.05,10.175,3.469,6.705,51.08,23.38,16.58,6.157555726531095,-2.0487091965719637
257,47.66142,-122.49884,Skiff Point,24,10,12721940,4.066,0.49,0.032,0.73,0.053,16.155,4.365,11.79,60.75,27.57,22.02,6.556618814180748,0.9454947118740163
258,47.66142,-122.49884,Skiff Point,24,10,2870483,3.933,0.62,0.033,0.708,0.053,15.716,4.581,11.135,59.33,27.4,20.72,3.8560159904607754,-0.16337500401482782
259,47.66142,-122.49884,Skiff Point,24,10,5003819,1.755,0.59,0.034,0.716,0.056,13.484,3.83,9.654,55.7,24.87,20.23,3.4552204624752556,-0.9713532103557136
260,47.66142,-122.49884,Skiff Point,24,10,1852789,9.362,0.535,0.035,0.675,0.05,11.933,3.878,8.055,54.32,22.81,18.62,5.358583660939124,-2.0537337513230214
261,47.55622,-122.54281,"Manchester, Stormwater Outfall",33,10,12587430,5.031,0.61,0.036,0.741,0.065,17.484,4.523,12.961,58.34,29.54,21.15,5.8015372772024785,1.280635680148125
262,47.55622,-122.54281,"Manchester, Stormwater Outfall",33,10,11029903,3.682,0.57,0.032,0.744,0.058,15.634,4.008,11.626,58.44,27.29,22.7,5.597487240829872,0.7840658894364839
263,47.55622,-122.54281,"Manchester, Stormwater Outfall",33,10,4659442,4.915,0.6,0.035,0.749,0.064,13.267,3.331,9.936,53.8,25.76,20.76,3.417222041961121,-1.0393016673389692
264,47.55622,-122.54281,"Manchester, Stormwater Outfall",33,10,2585048,0.0025,0.645,0.034,0.689,0.061,15.381,4.789,10.592,55.9,26.43,20.79,3.217624823742847,-0.4600434030309467
265,47.33775,-122.59014,Donkey Creek Delta,44,11,4434123,0.189,0.755,0.037,0.728,0.052,15.352,4.179,11.173,59.88,27.12,18.71,3.190895500961259,-0.1635404082893987
266,47.33775,-122.59014,Donkey Creek Delta,44,11,2345306,0.0025,0.635,0.032,0.706,0.047,14.256,4.194,10.062,59.63,28.69,18.32,5.108845325091666,-0.8749220946734746
267,47.33775,-122.59014,Donkey Creek Delta,44,11,1872905,6.206,0.695,0.033,0.725,0.055,14.335,3.937,10.399,57.29,27.75,20.12,3.0683752566132947,-0.574651496514802
268,47.33775,-122.59014,Donkey Creek Delta,44,11,6667782,3.605,0.85,0.037,0.688,0.054,15.751,4.92,10.831,58.67,24.66,20.37,2.5478443350021576,0.7067644937418369
269,47.78184,-122.83474,Broad Spit (Fisherman's Point),30,12,1266434,0.896,0.645,0.032,0.717,0.036,9.702,2.746,6.957,57.72,23.12,16.22,6.774136021335181,-2.697727726010445
270,47.78184,-122.83474,Broad Spit (Fisherman's Point),30,12,1677283,10.875,0.56,0.033,0.694,0.05,14.668,4.493,10.176,58.66,25.72,20.69,3.7020078827360687,-0.6502575832921529
271,47.78184,-122.83474,Broad Spit (Fisherman's Point),30,12,4814194,7.416,0.79,0.038,0.702,0.059,15.907,4.744,11.163,57.54,25.12,20.21,1.110195961527106,0.30149076891277504
272,47.78184,-122.83474,Broad Spit (Fisherman's Point),30,12,1386295,9.277,0.66,0.034,0.728,0.063,16.227,4.416,11.811,57.23,29.54,20.59,4.280080164967755,-0.13725938815545202
273,47.346537,-122.82236,Reach Island,39,13,7180438,7.636,0.655,0.03,0.643,0.053,11.315,4.035,7.28,51.47,25.12,18.69,3.557570489099426,-1.2408243135299506
274,47.346537,-122.82236,Reach Island,39,13,7550633,0.367,0.85,0.034,0.7,0.057,19.066,5.711,13.355,61.54,28.17,22.95,5.907308164741961,2.2271752753884955
275,47.346537,-122.82236,Reach Island,39,13,1944973,0.028,0.765,0.034,0.67,0.057,13,4.294,8.706,53.4,23.74,20.07,3.7350411924118005,-1.0713905342360943
276,47.346537,-122.82236,Reach Island,39,13,6208336,10.304,0.81,0.031,0.653,0.049,13.152,4.562,8.59,56.07,24.94,19.65,1.4746121799993877,-0.05160023338935793
277,47.44896,-122.372267,Three Tree Point,22,11,8438404,9.208,0.73,0.034,0.742,0.059,14.346,3.699,10.647,56.66,25.69,21.35,2.3769972052580606,0.33233933202695265
278,47.44896,-122.372267,Three Tree Point,22,11,9704455,8.998,0.765,0.036,0.723,0.058,18.699,5.187,13.512,61.52,27.04,22.6,4.417275618023685,2.088408425869321
279,47.44896,-122.372267,Three Tree Point,22,11,10493027,9.76,0.955,0.034,0.717,0.061,17.14,4.853,12.287,58.67,27.77,21.93,4.874349250542139,2.168921033126981
280,47.44896,-122.372267,Three Tree Point,22,11,2838173,3.697,0.8,0.035,0.724,0.064,17.388,4.791,12.597,58.17,29.72,20.99,3.9998778068475476,0.6997014476934987
281,47.50161,-122.38593,Arroyo Beach,13,11,3284819,7.084,0.92,0.035,0.701,0.055,15.476,4.622,10.854,58.14,26.11,20.16,2.2090853552125624,0.48735030657066375
282,47.50161,-122.38593,Arroyo Beach,13,11,6484263,0.635,0.965,0.032,0.66,0.054,17.95,6.107,11.844,60.43,27.56,22.3,5.750709968961844,2.1377933445527355
283,47.50161,-122.38593,Arroyo Beach,13,11,8681720,11.884,0.86,0.031,0.645,0.061,16.874,5.993,10.881,56.18,28.43,22.12,4.367958458548576,1.8539377056752742
284,47.50161,-122.38593,Arroyo Beach,13,11,1813468,6.1,0.955,0.034,0.675,0.058,17.682,5.752,11.93,59.16,27.66,21.17,4.768951176861764,1.2769849299058051
285,47.50161,-122.38593,Arroyo Beach,13,11,1987287,15.285,0.875,0.025,0.6,0.034,10.974,4.395,6.579,57.94,24.68,18.62,4.264459772225812,-0.6706961933748279
286,47.50161,-122.38593,Arroyo Beach,13,11,6254099,0.0025,0.645,0.035,0.714,0.053,12.661,3.616,9.045,55.53,25.77,18.3,3.4074111100160196,-1.1805289704409563
287,47.6663,-122.4018,"Salmon Bay, Commodore Park",16,10,5250262,5.874,0.67,0.033,0.743,0.058,16.368,4.201,12.167,59.33,28.83,21.35,4.0298627304988965,0.48015263207369663
288,47.6663,-122.4018,"Salmon Bay, Commodore Park",16,10,6062837,4.592,0.795,0.034,0.705,0.062,14.959,4.41,10.549,55.44,26.94,20.59,1.5917919176641433,0.2493248841475807
